District,Month,Visitors,Year,Season
Suryapet,February,0.0,2021,Winter
Suryapet,March,0.0,2021,Monsoon
Suryapet,April,0.0,2021,Winter
Suryapet,May,0.0,2021,Monsoon
Suryapet,June,0.0,2021,Autumn
Suryapet,July,0.0,2021,Winter
Suryapet,August,0.0,2021,Autumn
Suryapet,September,0.0,2021,Summer
Suryapet,October,0.0,2021,Autumn
Suryapet,November,0.0,2021,Autumn
Suryapet,December,0.0,2021,Summer
Wanaparthy,January,0.0,2021,Winter
Wanaparthy,February,0.0,2021,Monsoon
Wanaparthy,March,0.0,2021,Monsoon
Wanaparthy,April,0.0,2021,Autumn
Wanaparthy,May,0.0,2021,Monsoon
Wanaparthy,June,0.0,2021,Monsoon
Wanaparthy,July,0.0,2021,Autumn
Wanaparthy,August,0.0,2021,Winter
Wanaparthy,September,0.0,2021,Winter
Wanaparthy,October,0.0,2021,Monsoon
Wanaparthy,November,0.0,2021,Winter
Wanaparthy,December,0.0,2021,Winter
Warangal,January,0.0,2021,Autumn
Warangal,February,0.0,2021,Winter
Warangal,March,0.0,2021,Summer
Warangal,April,0.0,2021,Monsoon
Warangal,May,0.0,2021,Autumn
Warangal,June,0.0,2021,Winter
Warangal,July,0.0,2021,Autumn
Warangal,August,0.0,2021,Winter
Warangal,September,0.0,2021,Monsoon
Warangal,October,0.0,2021,Winter
Warangal,November,0.0,2021,Summer
Warangal,December,0.0,2021,Monsoon
Yadadri Bhongir,January,0.0,2021,Autumn
Yadadri Bhongir,February,0.0,2021,Monsoon
Yadadri Bhongir,March,0.0,2021,Autumn
Yadadri Bhongir,April,0.0,2021,Winter
Yadadri Bhongir,May,0.0,2021,Summer
Yadadri Bhongir,June,0.0,2021,Winter
Yadadri Bhongir,July,0.0,2021,Summer
Yadadri Bhongir,August,0.0,2021,Autumn
Yadadri Bhongir,September,0.0,2021,Summer
Yadadri Bhongir,October,0.0,2021,Winter
Yadadri Bhongir,November,0.0,2021,Autumn
Yadadri Bhongir,December,0.0,2021,Monsoon
Adilabad,January,0.0,2022,Monsoon
Adilabad,February,2.0,2022,Monsoon
Adilabad,March,0.0,2022,Autumn
Adilabad,April,0.0,2022,Autumn
Adilabad,May,0.0,2022,Summer
Adilabad,June,0.0,2022,Winter
Adilabad,July,0.0,2022,Winter
Adilabad,August,0.0,2022,Summer
Adilabad,September,0.0,2022,Monsoon
Adilabad,October,0.0,2022,Autumn
Adilabad,November,0.0,2022,Monsoon
Adilabad,December,0.0,2022,Autumn
Bhadradri Kothagudem,January,0.0,2022,Monsoon
Bhadradri Kothagudem,February,0.0,2022,Autumn
Bhadradri Kothagudem,March,0.0,2022,Summer
Bhadradri Kothagudem,April,0.0,2022,Summer
Bhadradri Kothagudem,May,0.0,2022,Autumn
Bhadradri Kothagudem,June,0.0,2022,Winter
Bhadradri Kothagudem,July,0.0,2022,Summer
Bhadradri Kothagudem,August,0.0,2022,Autumn
Bhadradri Kothagudem,September,0.0,2022,Winter
Bhadradri Kothagudem,October,0.0,2022,Winter
Bhadradri Kothagudem,November,0.0,2022,Autumn
Bhadradri Kothagudem,December,0.0,2022,Monsoon
Hunmakonda,January,8.0,2022,Summer
Hunmakonda,February,8.0,2022,Autumn
Hunmakonda,March,8.0,2022,Autumn
Hunmakonda,April,8.0,2022,Monsoon
Hunmakonda,May,7.0,2022,Summer
Hunmakonda,June,7.0,2022,Winter
Hunmakonda,July,9.0,2022,Autumn
Hunmakonda,August,0.0,2022,Autumn
Hunmakonda,September,0.0,2022,Monsoon
Hunmakonda,October,9.0,2022,Monsoon
Hunmakonda,November,0.0,2022,Winter
Hunmakonda,December,0.0,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,575.0,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,592.0,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,1907.0,2022,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,4959.0,2022,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,7841.0,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,5241.0,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,6972.0,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,13256.0,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,7828.0,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,5206.0,2022,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,4524.0,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,9275.0,2022,Summer
Jagtial,January,0.0,2022,Monsoon
Jagtial,February,0.0,2022,Summer
Jagtial,March,0.0,2022,Summer
Jagtial,April,0.0,2022,Autumn
Jagtial,May,0.0,2022,Autumn
Jagtial,June,0.0,2022,Autumn
Jagtial,July,0.0,2022,Summer
Jagtial,August,0.0,2022,Monsoon
Jagtial,September,0.0,2022,Winter
Jagtial,October,0.0,2022,Monsoon
Jagtial,November,0.0,2022,Winter
Jagtial,December,0.0,2022,Monsoon
Jangaon,January,0.0,2022,Monsoon
Jangaon,February,0.0,2022,Monsoon
Jangaon,March,0.0,2022,Autumn
Jangaon,April,0.0,2022,Autumn
Jangaon,May,0.0,2022,Monsoon
Jangaon,June,0.0,2022,Monsoon
Jangaon,July,0.0,2022,Autumn
Jangaon,August,0.0,2022,Winter
Jangaon,September,0.0,2022,Monsoon
Jangaon,October,0.0,2022,Winter
Jangaon,November,0.0,2022,Summer
Jangaon,December,0.0,2022,Winter
Jayashankar Bhoopalpally,January,0.0,2022,Summer
Jayashankar Bhoopalpally,February,0.0,2022,Summer
Jayashankar Bhoopalpally,March,0.0,2022,Summer
Jayashankar Bhoopalpally,April,0.0,2022,Winter
Jayashankar Bhoopalpally,May,0.0,2022,Summer
Jayashankar Bhoopalpally,June,0.0,2022,Winter
Jayashankar Bhoopalpally,July,0.0,2022,Autumn
Jayashankar Bhoopalpally,August,0.0,2022,Winter
Jayashankar Bhoopalpally,September,0.0,2022,Autumn
Jayashankar Bhoopalpally,October,0.0,2022,Monsoon
Jayashankar Bhoopalpally,November,0.0,2022,Monsoon
Jayashankar Bhoopalpally,December,0.0,2022,Autumn
Jogulamba Gadwal,January,0.0,2022,Monsoon
Jogulamba Gadwal,February,0.0,2022,Monsoon
Jogulamba Gadwal,March,0.0,2022,Summer
Jogulamba Gadwal,April,0.0,2022,Autumn
Jogulamba Gadwal,May,0.0,2022,Monsoon
Jogulamba Gadwal,June,0.0,2022,Autumn
Jogulamba Gadwal,July,0.0,2022,Winter
Jogulamba Gadwal,August,0.0,2022,Winter
Jogulamba Gadwal,September,0.0,2022,Winter
Jogulamba Gadwal,October,0.0,2022,Winter
Jogulamba Gadwal,November,0.0,2022,Autumn
Jogulamba Gadwal,December,0.0,2022,Autumn
Kamareddy,January,0.0,2022,Monsoon
Kamareddy,February,0.0,2022,Summer
Kamareddy,March,0.0,2022,Summer
Kamareddy,April,0.0,2022,Winter
Kamareddy,May,0.0,2022,Summer
Kamareddy,June,0.0,2022,Summer
Kamareddy,July,0.0,2022,Summer
Kamareddy,August,0.0,2022,Monsoon
Kamareddy,September,0.0,2022,Autumn
Kamareddy,October,0.0,2022,Winter
Kamareddy,November,0.0,2022,Summer
Kamareddy,December,0.0,2022,Monsoon
Karimnagar,January,0.0,2022,Monsoon
Karimnagar,February,0.0,2022,Summer
Karimnagar,March,0.0,2022,Autumn
Karimnagar,April,0.0,2022,Monsoon
Karimnagar,May,0.0,2022,Monsoon
Karimnagar,June,0.0,2022,Summer
Karimnagar,July,0.0,2022,Winter
Karimnagar,August,0.0,2022,Autumn
Karimnagar,September,0.0,2022,Summer
Karimnagar,October,0.0,2022,Autumn
Karimnagar,November,0.0,2022,Monsoon
Karimnagar,December,0.0,2022,Autumn
Khammam,January,0.0,2022,Summer
Khammam,February,0.0,2022,Autumn
Khammam,March,0.0,2022,Monsoon
Khammam,April,0.0,2022,Autumn
Khammam,May,0.0,2022,Autumn
Khammam,June,0.0,2022,Autumn
Khammam,July,0.0,2022,Summer
Khammam,August,0.0,2022,Winter
Khammam,September,0.0,2022,Monsoon
Khammam,October,0.0,2022,Summer
Khammam,November,0.0,2022,Winter
Khammam,December,0.0,2022,Monsoon
Komaram Bheem Asifabad,January,0.0,2022,Summer
Komaram Bheem Asifabad,February,0.0,2022,Summer
Komaram Bheem Asifabad,March,0.0,2022,Summer
Komaram Bheem Asifabad,April,0.0,2022,Summer
Komaram Bheem Asifabad,May,0.0,2022,Summer
Komaram Bheem Asifabad,June,0.0,2022,Autumn
Komaram Bheem Asifabad,July,0.0,2022,Autumn
Komaram Bheem Asifabad,August,0.0,2022,Monsoon
Komaram Bheem Asifabad,September,0.0,2022,Summer
Komaram Bheem Asifabad,October,0.0,2022,Monsoon
Komaram Bheem Asifabad,November,0.0,2022,Summer
Komaram Bheem Asifabad,December,0.0,2022,Monsoon
Mahabubabad,January,0.0,2022,Monsoon
Mahabubabad,February,0.0,2022,Autumn
Mahabubabad,March,0.0,2022,Winter
Mahabubabad,April,0.0,2022,Monsoon
Mahabubabad,May,0.0,2022,Monsoon
Mahabubabad,June,0.0,2022,Summer
Mahabubabad,July,0.0,2022,Summer
Mahabubabad,August,0.0,2022,Monsoon
Mahabubabad,September,0.0,2022,Summer
Mahabubabad,October,0.0,2022,Autumn
Mahabubabad,November,0.0,2022,Autumn
Mahabubabad,December,0.0,2022,Winter
Mahbubnagar,January,0.0,2022,Autumn
Mahbubnagar,February,0.0,2022,Monsoon
Mahbubnagar,March,0.0,2022,Monsoon
Mahbubnagar,April,0.0,2022,Autumn
Mahbubnagar,May,0.0,2022,Summer
Mahbubnagar,June,0.0,2022,Winter
Mahbubnagar,July,0.0,2022,Summer
Mahbubnagar,August,0.0,2022,Summer
Mahbubnagar,September,0.0,2022,Monsoon
Mahbubnagar,October,0.0,2022,Autumn
Mahbubnagar,November,0.0,2022,Monsoon
Mahbubnagar,December,0.0,2022,Winter
Mancherial,January,0.0,2022,Monsoon
Mancherial,February,0.0,2022,Winter
Mancherial,March,0.0,2022,Summer
Mancherial,April,0.0,2022,Autumn
Mancherial,May,0.0,2022,Winter
Mancherial,June,0.0,2022,Summer
Mancherial,July,0.0,2022,Monsoon
Mancherial,August,0.0,2022,Monsoon
Mancherial,September,0.0,2022,Autumn
Mancherial,October,0.0,2022,Monsoon
Mancherial,November,0.0,2022,Winter
Mancherial,December,0.0,2022,Monsoon
Medak,January,0.0,2022,Winter
Medak,February,0.0,2022,Summer
Medak,March,0.0,2022,Winter
Medak,April,0.0,2022,Monsoon
Medak,May,0.0,2022,Winter
Medak,June,0.0,2022,Winter
Medak,July,0.0,2022,Summer
Medak,August,0.0,2022,Summer
Medak,September,0.0,2022,Monsoon
Medak,October,0.0,2022,Monsoon
Medak,November,0.0,2022,Autumn
Medak,December,0.0,2022,Winter
Mulugu,January,10.0,2022,Winter
Mulugu,February,8.0,2022,Autumn
Mulugu,March,9.0,2022,Summer
Mulugu,April,8.0,2022,Autumn
Mulugu,May,8.0,2022,Monsoon
Mulugu,June,8.0,2022,Winter
Mulugu,July,8.0,2022,Summer
Mulugu,August,10.0,2022,Monsoon
Mulugu,September,10.0,2022,Winter
Mulugu,October,11.0,2022,Winter
Mulugu,November,10.0,2022,Summer
Mulugu,December,10.0,2022,Autumn
Nagarkurnool,January,0.0,2022,Winter
Nagarkurnool,February,0.0,2022,Summer
Nagarkurnool,March,0.0,2022,Winter
Nagarkurnool,April,0.0,2022,Summer
Nagarkurnool,May,0.0,2022,Summer
Nagarkurnool,June,0.0,2022,Autumn
Nagarkurnool,July,0.0,2022,Summer
Nagarkurnool,August,0.0,2022,Monsoon
Nagarkurnool,September,0.0,2022,Winter
Nagarkurnool,October,0.0,2022,Autumn
Nagarkurnool,November,0.0,2022,Autumn
Nagarkurnool,December,0.0,2022,Winter
Nalgonda,January,0.0,2022,Monsoon
Nalgonda,February,0.0,2022,Winter
Nalgonda,March,0.0,2022,Summer
Nalgonda,April,0.0,2022,Summer
Nalgonda,May,0.0,2022,Winter
Nalgonda,June,0.0,2022,Monsoon
Nalgonda,July,0.0,2022,Monsoon
Nalgonda,August,0.0,2022,Winter
Nalgonda,September,0.0,2022,Summer
Nalgonda,October,0.0,2022,Autumn
Nalgonda,November,0.0,2022,Autumn
Nalgonda,December,0.0,2022,Autumn
Narayanpet,January,0.0,2022,Autumn
Narayanpet,February,0.0,2022,Winter
Narayanpet,March,0.0,2022,Winter
Narayanpet,April,0.0,2022,Autumn
Narayanpet,May,0.0,2022,Summer
Narayanpet,June,0.0,2022,Summer
Narayanpet,July,0.0,2022,Winter
Narayanpet,August,0.0,2022,Summer
Narayanpet,September,0.0,2022,Monsoon
Narayanpet,October,0.0,2022,Winter
Narayanpet,November,0.0,2022,Monsoon
Narayanpet,December,0.0,2022,Summer
Nirmal,January,0.0,2022,Winter
Nirmal,February,0.0,2022,Monsoon
Nirmal,March,0.0,2022,Monsoon
Nirmal,April,0.0,2022,Monsoon
Nirmal,May,0.0,2022,Winter
Nirmal,June,0.0,2022,Autumn
Nirmal,July,0.0,2022,Monsoon
Nirmal,August,0.0,2022,Winter
Nirmal,September,0.0,2022,Winter
Nirmal,October,0.0,2022,Summer
Nirmal,November,0.0,2022,Winter
Nirmal,December,0.0,2022,Monsoon
Nizamabad,January,0.0,2022,Monsoon
Nizamabad,February,0.0,2022,Summer
Nizamabad,March,0.0,2022,Monsoon
Nizamabad,April,0.0,2022,Monsoon
Nizamabad,May,2.0,2022,Monsoon
Nizamabad,June,0.0,2022,Monsoon
Nizamabad,July,0.0,2022,Summer
Nizamabad,August,0.0,2022,Summer
Nizamabad,September,0.0,2022,Winter
Nizamabad,October,0.0,2022,Monsoon
Nizamabad,November,0.0,2022,Summer
Nizamabad,December,0.0,2022,Summer
Peddapa li,January,0.0,2022,Summer
Peddapa li,February,0.0,2022,Summer
Peddapa li,March,0.0,2022,Winter
Peddapa li,April,0.0,2022,Summer
Peddapa li,May,0.0,2022,Autumn
Peddapa li,June,0.0,2022,Autumn
Peddapa li,July,0.0,2022,Autumn
Peddapa li,August,0.0,2022,Monsoon
Peddapa li,September,0.0,2022,Monsoon
Peddapa li,October,0.0,2022,Monsoon
Peddapa li,November,0.0,2022,Monsoon
Peddapa li,December,0.0,2022,Monsoon
Rajanna Sircilla,January,0.0,2022,Summer
Rajanna Sircilla,February,0.0,2022,Summer
Rajanna Sircilla,March,0.0,2022,Summer
Rajanna Sircilla,April,0.0,2022,Winter
Rajanna Sircilla,May,0.0,2022,Autumn
Rajanna Sircilla,June,0.0,2022,Summer
Rajanna Sircilla,July,0.0,2022,Monsoon
Rajanna Sircilla,August,0.0,2022,Winter
Rajanna Sircilla,September,0.0,2022,Monsoon
Rajanna Sircilla,October,0.0,2022,Winter
Rajanna Sircilla,November,0.0,2022,Summer
Rajanna Sircilla,December,0.0,2022,Autumn
Sangareddy,January,0.0,2022,Summer
Sangareddy,February,0.0,2022,Monsoon
Sangareddy,March,0.0,2022,Winter
Sangareddy,April,0.0,2022,Summer
Sangareddy,May,0.0,2022,Summer
Sangareddy,June,0.0,2022,Summer
Sangareddy,July,0.0,2022,Autumn
Sangareddy,August,0.0,2022,Monsoon
Sangareddy,September,0.0,2022,Summer
Sangareddy,October,0.0,2022,Summer
Sangareddy,November,0.0,2022,Summer
Sangareddy,December,0.0,2022,Autumn
Siddip et,January,0.0,2022,Autumn
Siddip et,February,0.0,2022,Summer
Siddip et,March,0.0,2022,Monsoon
Siddip et,April,0.0,2022,Winter
Siddip et,May,0.0,2022,Monsoon
Siddip et,June,0.0,2022,Monsoon
Siddip et,July,0.0,2022,Monsoon
Siddip et,August,0.0,2022,Summer
Siddip et,September,0.0,2022,Summer
Siddip et,October,0.0,2022,Winter
Siddip et,November,0.0,2022,Summer
Siddip et,December,0.0,2022,Monsoon
Suryapet,January,0.0,2022,Winter
Suryapet,February,0.0,2022,Autumn
Suryapet,March,0.0,2022,Monsoon
Suryapet,April,0.0,2022,Monsoon
Suryapet,May,0.0,2022,Summer
Suryapet,June,0.0,2022,Monsoon
Suryapet,July,0.0,2022,Winter
Suryapet,August,0.0,2022,Autumn
Suryapet,September,0.0,2022,Summer
Suryapet,October,0.0,2022,Summer
Suryapet,November,0.0,2022,Monsoon
Suryapet,December,0.0,2022,Summer
Wanaparthy,January,0.0,2022,Monsoon
Wanaparthy,February,0.0,2022,Summer
Wanaparthy,March,0.0,2022,Summer
Wanaparthy,April,0.0,2022,Winter
Wanaparthy,May,0.0,2022,Autumn
Wanaparthy,June,0.0,2022,Autumn
Wanaparthy,July,0.0,2022,Autumn
Wanaparthy,August,0.0,2022,Summer
Wanaparthy,September,0.0,2022,Monsoon
Wanaparthy,October,0.0,2022,Summer
Wanaparthy,November,0.0,2022,Monsoon
Wanaparthy,December,0.0,2022,Autumn
Warangal (Rural),January,0.0,2022,Winter
Warangal (Rural),February,0.0,2022,Monsoon
Warangal (Rural),March,0.0,2022,Autumn
Warangal (Rural),April,0.0,2022,Winter
Warangal (Rural),May,0.0,2022,Winter
Warangal (Rural),June,0.0,2022,Winter
Warangal (Rural),July,0.0,2022,Autumn
Warangal (Rural),August,11.0,2022,Autumn
Warangal (Rural),September,13.0,2022,Autumn
Warangal (Rural),October,0.0,2022,Summer
Warangal (Rural),November,12.0,2022,Monsoon
Warangal (Rural),December,11.0,2022,Summer
Yadadri Bhongir ??1,0,2022.0,Winter,Winter
Yadadri Bhongir ??2,0,2022.0,Winter,Summer
Yadadri Bhongir ??3,0,2022.0,Summer,Winter
Yadadri Bhongir ??4,0,2022.0,Summer,Summer
Yadadri Bhongir ??5,0,2022.0,Summer,Summer
Yadadri Bhongir ??6,0,2022.0,Monsoon,Summer
Yadadri Bhongir ??7,0,2022.0,Monsoon,Summer
Yadadri Bhongir ??8,0,2022.0,Monsoon,Autumn
Yadadri Bhongir ??9,0,2022.0,Monsoon,Monsoon
Yadadri Bhongir ??10,0,2022.0,Autumn,Summer
Yadadri Bhongir ??11,0,2022.0,Autumn,Autumn
Yadadri Bhongir ??12,0,2022.0,Winter,Summer
Adilabad,January,621850.0,2020,Monsoon
Adilabad,February,29421.0,2020,Monsoon
Adilabad,March,9430.0,2020,Monsoon
Adilabad,June,1909.0,2020,Summer
Adilabad,July,549.0,2020,Winter
Adilabad,August,654.0,2020,Winter
Adilabad,September,3978.0,2020,Monsoon
Adilabad,October,15128.0,2020,Monsoon
Adilabad,November,27525.0,2020,Autumn
Adilabad,December,61403.0,2020,Autumn
Bhadradri Kothagudem ,January,269310.0,2020,Winter
Bhadradri Kothagudem ,February,238140.0,2020,Summer
Bhadradri Kothagudem ,March,79871.0,2020,Monsoon
Bhadradri Kothagudem ,June,15399.0,2020,Monsoon
Bhadradri Kothagudem ,July,15130.0,2020,Winter
Bhadradri Kothagudem ,August,26350.0,2020,Winter
Bhadradri Kothagudem ,September,30957.0,2020,Autumn
Bhadradri Kothagudem ,October,49203.0,2020,Winter
Bhadradri Kothagudem ,November,76900.0,2020,Monsoon
Bhadradri Kothagudem ,December,80842.0,2020,Summer
Hyderabad,January,1157153.0,2020,Autumn
Hyderabad,February,868641.0,2020,Winter
Hyderabad,March,321650.0,2020,Summer
Hyderabad,September,21861.0,2020,Summer
Hyderabad,October,167510.0,2020,Winter
Hyderabad,November,272276.0,2020,Summer
Hyderabad,December,442895.0,2020,Autumn
Jagtial ,January,340174.0,2020,Autumn
Jagtial ,February,186484.0,2020,Autumn
Jagtial ,March,347014.0,2020,Winter
Jagtial ,June,14228.0,2020,Autumn
Jagtial ,July,41752.0,2020,Autumn
Jagtial ,August,34496.0,2020,Autumn
Jagtial ,September,83012.0,2020,Winter
Jagtial ,October,83004.0,2020,Autumn
Jagtial ,November,154438.0,2020,Autumn
Jagtial ,December,155757.0,2020,Summer
Jangaon ,January,28150.0,2020,Summer
Jangaon ,February,26390.0,2020,Autumn
Jangaon ,March,21430.0,2020,Summer
Jangaon ,July,2600.0,2020,Autumn
Jangaon ,August,2750.0,2020,Monsoon
Jangaon ,September,2700.0,2020,Winter
Jangaon ,October,3050.0,2020,Autumn
Jangaon ,November,12070.0,2020,Winter
Jangaon ,December,11860.0,2020,Winter
Jayashankar Bhoopalpally,January,50500.0,2020,Winter
Jayashankar Bhoopalpally,February,59000.0,2020,Summer
Jayashankar Bhoopalpally,March,34200.0,2020,Monsoon
Jayashankar Bhoopalpally,July,5600.0,2020,Autumn
Jayashankar Bhoopalpally,August,7000.0,2020,Summer
Jayashankar Bhoopalpally,September,7600.0,2020,Monsoon
Jayashankar Bhoopalpally,October,8000.0,2020,Monsoon
Jayashankar Bhoopalpally,November,15000.0,2020,Winter
Jayashankar Bhoopalpally,December,15200.0,2020,Winter
Jogulamba Gadwal ,January,146441.0,2020,Winter
Jogulamba Gadwal ,February,481110.0,2020,Monsoon
Jogulamba Gadwal ,March,24013.0,2020,Winter
Jogulamba Gadwal ,June,26013.0,2020,Summer
Jogulamba Gadwal ,July,88182.0,2020,Winter
Jogulamba Gadwal ,August,106925.0,2020,Winter
Jogulamba Gadwal ,September,131485.0,2020,Autumn
Jogulamba Gadwal ,October,116753.0,2020,Summer
Jogulamba Gadwal ,November,228325.0,2020,Summer
Jogulamba Gadwal ,December,184380.0,2020,Autumn
Kamareddy ,January,45.0,2020,Monsoon
Kamareddy ,February,42.0,2020,Summer
Kamareddy ,March,30.0,2020,Summer
Kamareddy ,July,38.0,2020,Autumn
Kamareddy ,August,42.0,2020,Autumn
Kamareddy ,September,55.0,2020,Monsoon
Kamareddy ,October,39.0,2020,Summer
Kamareddy ,November,46.0,2020,Winter
Kamareddy ,December,48.0,2020,Monsoon
Karimnagar ,January,12057.0,2020,Autumn
Karimnagar ,February,8359.0,2020,Summer
Karimnagar ,March,6100.0,2020,Monsoon
Karimnagar ,June,540.0,2020,Winter
Karimnagar ,July,850.0,2020,Winter
Karimnagar ,August,2500.0,2020,Autumn
Karimnagar ,September,2250.0,2020,Summer
Karimnagar ,October,3258.0,2020,Summer
Karimnagar ,November,4100.0,2020,Summer
Karimnagar ,December,4200.0,2020,Autumn
Khammam,January,114752.0,2020,Monsoon
Khammam,February,114417.0,2020,Monsoon
Khammam,March,57137.0,2020,Autumn
Khammam,June,12806.0,2020,Autumn
Khammam,July,9104.0,2020,Autumn
Khammam,August,7942.0,2020,Winter
Khammam,September,9078.0,2020,Summer
Khammam,October,27858.0,2020,Winter
Khammam,November,40647.0,2020,Summer
Khammam,December,37084.0,2020,Summer
Komaram Bheem Asifabad,January,2463.0,2020,Summer
Komaram Bheem Asifabad,February,1593.0,2020,Winter
Komaram Bheem Asifabad,March,812.0,2020,Winter
Komaram Bheem Asifabad,June,60.0,2020,Monsoon
Komaram Bheem Asifabad,July,56.0,2020,Winter
Komaram Bheem Asifabad,August,55.0,2020,Monsoon
Komaram Bheem Asifabad,September,165.0,2020,Autumn
Komaram Bheem Asifabad,October,533.0,2020,Summer
Komaram Bheem Asifabad,November,637.0,2020,Summer
Komaram Bheem Asifabad,December,649.0,2020,Autumn
Mahabubabad ,January,12290.0,2020,Summer
Mahabubabad ,February,12180.0,2020,Winter
Mahabubabad ,March,8300.0,2020,Autumn
Mahabubabad ,July,1400.0,2020,Winter
Mahabubabad ,August,1800.0,2020,Summer
Mahabubabad ,September,1950.0,2020,Summer
Mahabubabad ,October,2200.0,2020,Autumn
Mahabubabad ,November,3450.0,2020,Summer
Mahabubabad ,December,3370.0,2020,Autumn
Mahbubnagar,January,122530.0,2020,Summer
Mahbubnagar,February,552303.0,2020,Autumn
Mahbubnagar,March,25577.0,2020,Winter
Mahbubnagar,June,20956.0,2020,Autumn
Mahbubnagar,July,60255.0,2020,Summer
Mahbubnagar,August,73928.0,2020,Autumn
Mahbubnagar,September,135984.0,2020,Winter
Mahbubnagar,October,94083.0,2020,Monsoon
Mahbubnagar,November,98683.0,2020,Autumn
Mahbubnagar,December,111514.0,2020,Autumn
Mancherial,January,25661.0,2020,Summer
Mancherial,February,41809.0,2020,Autumn
Mancherial,March,9855.0,2020,Winter
Mancherial,June,210.0,2020,Autumn
Mancherial,July,290.0,2020,Summer
Mancherial,August,302.0,2020,Summer
Mancherial,September,2758.0,2020,Monsoon
Mancherial,October,4745.0,2020,Summer
Mancherial,November,6717.0,2020,Monsoon
Mancherial,December,10439.0,2020,Summer
Medak ,January,286340.0,2020,Summer
Medak ,February,818750.0,2020,Winter
Medak ,March,288800.0,2020,Winter
Medak ,June,5300.0,2020,Summer
Medak ,July,4325.0,2020,Autumn
Medak ,August,15380.0,2020,Summer
Medak ,September,15880.0,2020,Summer
Medak ,October,17380.0,2020,Summer
Medak ,November,45000.0,2020,Winter
Medak ,December,55000.0,2020,Autumn
Medchal ,January,84336.4890920171,2020,Winter
Medchal ,February,84336.4890920171,2020,Autumn
Medchal ,March,84336.4890920171,2020,Winter
Medchal ,April,84336.4890920171,2020,Winter
Medchal ,May,84336.4890920171,2020,Monsoon
Medchal ,June,84336.4890920171,2020,Autumn
Medchal ,July,84336.4890920171,2020,Monsoon
Medchal ,August,84336.4890920171,2020,Summer
Medchal ,September,84336.4890920171,2020,Summer
Medchal ,October,84336.4890920171,2020,Winter
Medchal ,November,84336.4890920171,2020,Monsoon
Medchal ,December,84336.4890920171,2020,Monsoon
Mulugu,January,3653000.0,2020,Summer
Mulugu,February,9157200.0,2020,Autumn
Mulugu,March,118500.0,2020,Summer
Mulugu,July,4550.0,2020,Winter
Mulugu,August,8300.0,2020,Summer
Mulugu,September,11300.0,2020,Winter
Mulugu,October,17600.0,2020,Autumn
Mulugu,November,57200.0,2020,Autumn
Mulugu,December,60900.0,2020,Monsoon
Nagarkurnool ,January,228812.0,2020,Monsoon
Nagarkurnool ,February,286258.0,2020,Monsoon
Nagarkurnool ,March,32333.0,2020,Monsoon
Nagarkurnool ,June,34508.0,2020,Winter
Nagarkurnool ,July,66655.0,2020,Winter
Nagarkurnool ,August,80155.0,2020,Autumn
Nagarkurnool ,September,175712.0,2020,Summer
Nagarkurnool ,October,95788.0,2020,Summer
Nagarkurnool ,November,77869.0,2020,Summer
Nagarkurnool ,December,85280.0,2020,Summer
Nalgonda,January,10127.0,2020,Monsoon
Nalgonda,February,9154.0,2020,Summer
Nalgonda,March,772.0,2020,Winter
Nalgonda,June,218.0,2020,Summer
Nalgonda,July,224.0,2020,Autumn
Nalgonda,August,558.0,2020,Summer
Nalgonda,September,2480.0,2020,Autumn
Nalgonda,October,8541.0,2020,Autumn
Nalgonda,November,6242.0,2020,Winter
Nalgonda,December,8514.0,2020,Autumn
Narayanapet,January,47272.0,2020,Monsoon
Narayanapet,February,244657.0,2020,Autumn
Narayanapet,March,21907.0,2020,Winter
Narayanapet,June,20907.0,2020,Summer
Narayanapet,July,39820.0,2020,Winter
Narayanapet,August,34777.0,2020,Summer
Narayanapet,September,62841.0,2020,Summer
Narayanapet,October,52309.0,2020,Winter
Narayanapet,November,49597.0,2020,Monsoon
Narayanapet,December,56031.0,2020,Monsoon
Nirmal,January,368292.0,2020,Winter
Nirmal,February,299646.0,2020,Summer
Nirmal,March,253116.0,2020,Winter
Nirmal,June,5040.0,2020,Summer
Nirmal,July,9212.0,2020,Monsoon
Nirmal,August,10336.0,2020,Summer
Nirmal,September,13377.0,2020,Monsoon
Nirmal,October,28586.0,2020,Summer
Nirmal,November,73126.0,2020,Monsoon
Nirmal,December,110808.0,2020,Monsoon
Nizamabad,January,7540.0,2020,Winter
Nizamabad,February,6400.0,2020,Summer
Nizamabad,March,6750.0,2020,Summer
Nizamabad,July,1620.0,2020,Winter
Nizamabad,August,2020.0,2020,Autumn
